name,full-name,urlslug,id,align,eye,hair,sex,gsm,alive,appearances,first appearance,year
michael twoyoungmen, (earth-616),\/michael_twoyoungmen_(earth-616),public identity,good characters,brown eyes,black hair,male characters,,living characters,200,Apr-79,1979
hope summers, (earth-616),\/hope_summers_(earth-616),secret identity,good characters,green eyes,red hair,female characters,,living characters,200,8-Jan,2008
eric masterson, (earth-616),\/eric_masterson_(earth-616),secret identity,good characters,blue eyes,blond hair,male characters,,deceased characters,198,May-88,1988
alexander power, (earth-616),\/alexander_power_(earth-616),secret identity,good characters,blue eyes,blond hair,male characters,,living characters,197,Aug-84,1984
matthew hawk, (earth-616),\/matthew_hawk_(earth-616),secret identity,good characters,blue eyes,brown hair,male characters,,deceased characters,195,Nov-62,1962
jessica jones, (earth-616),\/jessica_jones_(earth-616),no dual identity,good characters,brown eyes,brown hair,female characters,,living characters,195,Sep-63,1963
frederick dukes, (earth-616),\/frederick_dukes_(earth-616),public identity,bad characters,brown eyes,brown hair,male characters,,living characters,194,Jan-64,1964
eric brooks, (earth-616),\/eric_brooks_(earth-616),public identity,good characters,brown eyes,black hair,male characters,,living characters,194,Jul-73,1973
eros, (earth-616),\/eros_(earth-616),public identity,good characters,blue eyes,red hair,male characters,,living characters,193,Feb-73,1973
madison jeffries, (earth-616),\/madison_jeffries_(earth-616),no dual identity,good characters,brown eyes,black hair,male characters,,living characters,193,Aug-83,1983
mandarin, (earth-616),\/mandarin_(earth-616),secret identity,bad characters,blue eyes,black hair,male characters,,deceased characters,190,Feb-64,1964
the wizard, (earth-616),\/the_wizard_(earth-616),public identity,bad characters,hazel eyes,brown hair,male characters,,living characters,189,Nov-62,1962
akihiro, (earth-616),\/akihiro_(earth-616),secret identity,bad characters,blue eyes,black hair,male characters,bisexual characters,living characters,189,6-Oct,2006
sergei kravinoff, (earth-616),\/sergei_kravinoff_(earth-616),public identity,bad characters,brown eyes,black hair,male characters,,deceased characters,188,Aug-64,1964
jonothon starsmore, (earth-616),\/jonothon_starsmore_(earth-616),secret identity,good characters,brown eyes,brown hair,male characters,,living characters,187,Nov-94,1994
helmut zemo, (earth-616),\/helmut_zemo_(earth-616),public identity,bad characters,blue eyes,blond hair,male characters,,living characters,184,Dec-73,1973
victor borkowski, (earth-616),\/victor_borkowski_(earth-616),secret identity,good characters,brown eyes,black hair,male characters,homosexual characters,living characters,184,3-Aug,2003
edward leeds, (earth-616),\/edward_leeds_(earth-616),secret identity,neutral characters,blue eyes,brown hair,male characters,,deceased characters,181,Nov-64,1964
ultron, (earth-616),\/ultron_(earth-616),no dual identity,bad characters,red eyes,no hair,male characters,,deceased characters,181,Jul-68,1968
douglas ramsey, (earth-616),\/douglas_ramsey_(earth-616),secret identity,good characters,blue eyes,blond hair,male characters,,living characters,181,Mar-84,1984
quentin beck, (earth-616),\/quentin_beck_(earth-616),secret identity,bad characters,blue eyes,bald,male characters,,living characters,180,Jun-64,1964
herbert wyndham, (earth-616),\/herbert_wyndham_(earth-616),secret identity,neutral characters,brown eyes,brown hair,male characters,,living characters,179,Nov-66,1966
julian keller, (earth-616),\/julian_keller_(earth-616),public identity,good characters,blue eyes,black hair,male characters,,living characters,179,3-Aug,2003
jack russell, (earth-616),\/jack_russell_(earth-616),secret identity,good characters,blue eyes,red hair,male characters,,living characters,178,Feb-72,1972
celeste cuckoo, (earth-616),\/celeste_cuckoo_(earth-616),secret identity,good characters,blue eyes,blond hair,female characters,,living characters,177,1-Nov,2001
valentina allegra de fontaine, (earth-616),\/valentina_allegra_de_fontaine_(earth-616),secret identity,neutral characters,blue eyes,black hair,female characters,,living characters,176,Aug-67,1967
ophelia sarkissian, (earth-616),\/ophelia_sarkissian_(earth-616),secret identity,bad characters,green eyes,black hair,female characters,,living characters,175,Feb-69,1969
colleen wing, (earth-616),\/colleen_wing_(earth-616),public identity,good characters,blue eyes,auburn hair,female characters,,living characters,175,Nov-74,1974
irma cuckoo, (earth-616),\/irma_cuckoo_(earth-616),secret identity,good characters,blue eyes,black hair,female characters,,living characters,175,1-Nov,2001
sebastian shaw, (earth-616),\/sebastian_shaw_(earth-616),no dual identity,neutral characters,blue eyes,black hair,male characters,,living characters,174,Jan-80,1980
phoebe cuckoo, (earth-616),\/phoebe_cuckoo_(earth-616),secret identity,good characters,blue eyes,blond hair,female characters,,living characters,174,1-Nov,2001
sage, (earth-616),\/sage_(earth-616),secret identity,good characters,blue eyes,black hair,female characters,,living characters,172,Apr-80,1980
valeria richards, (earth-616),\/valeria_richards_(earth-616),no dual identity,good characters,blue eyes,blond hair,female characters,,living characters,171,2-Feb,2002
donald blake, (earth-616),\/donald_blake_(earth-616),no dual identity,good characters,blue eyes,blond hair,male characters,,living characters,170,Aug-62,1962
hela, (earth-616),\/hela_(earth-616),secret identity,bad characters,green eyes,black hair,female characters,,deceased characters,170,Mar-64,1964
lilandra neramani, (earth-616),\/lilandra_neramani_(earth-616),no dual identity,good characters,orange eyes,black hair,female characters,,deceased characters,170,Feb-76,1976
henry gyrich, (earth-616),\/henry_gyrich_(earth-616),no dual identity,bad characters,green eyes,red hair,male characters,,living characters,170,Nov-77,1977
dwayne taylor, (earth-616),\/dwayne_taylor_(earth-616),secret identity,good characters,brown eyes,black hair,male characters,,deceased characters,169,Dec-89,1989
harold hogan, (earth-616),\/harold_hogan_(earth-616),no dual identity,good characters,brown eyes,brown hair,male characters,,deceased characters,166,Sep-63,1963
redwing, (earth-616),\/redwing_(earth-616),public identity,,yellow eyes,,male characters,,living characters,165,Sep-69,1969
christopher powell, (earth-616),\/christopher_powell_(earth-616),secret identity,good characters,brown eyes,brown hair,male characters,,living characters,165,Mar-91,1991
harvey elder, (earth-616),\/harvey_elder_(earth-616),secret identity,bad characters,brown eyes,grey hair,male characters,,living characters,164,Nov-61,1961
wolfgang von strucker, (earth-616),\/wolfgang_von_strucker_(earth-616),public identity,bad characters,blue eyes,bald,male characters,,deceased characters,164,Jan-64,1964
dirk garthwaite, (earth-616),\/dirk_garthwaite_(earth-616),secret identity,bad characters,blue eyes,brown hair,male characters,,living characters,164,Jan-68,1968
pip gofern, (earth-616),\/pip_gofern_(earth-616),secret identity,good characters,green eyes,red hair,male characters,,living characters,163,Apr-75,1975
tony masters, (earth-616),\/tony_masters_(earth-616),secret identity,neutral characters,brown eyes,brown hair,male characters,,living characters,163,May-80,1980
david lieberman, (earth-616),\/david_lieberman_(earth-616),secret identity,neutral characters,green eyes,brown hair,male characters,,deceased characters,163,Nov-87,1987
james hudson, (earth-616),\/james_hudson_(earth-616),secret identity,good characters,brown eyes,black hair,male characters,,living characters,161,Feb-78,1978
miles warren, (earth-616),\/miles_warren_(earth-616),secret identity,bad characters,green eyes,no hair,male characters,,living characters,160,Dec-65,1965
kallark, (earth-616),\/kallark_(earth-616),public identity,neutral characters,blue eyes,blue hair,male characters,,living characters,160,Oct-77,1977
en sabah nur, (earth-616),\/en_sabah_nur_(earth-616),public identity,bad characters,red eyes,black hair,male characters,,deceased characters,160,Jun-86,1986
shiro yoshida, (earth-616),\/shiro_yoshida_(earth-616),public identity,good characters,black eyes,black hair,male characters,,living characters,158,Jan-70,1970
silver sablinova, (earth-616),\/silver_sablinova_(earth-616),secret identity,good characters,blue eyes,silver hair,female characters,,deceased characters,158,Jun-85,1985
elvin haliday, (earth-616),\/elvin_haliday_(earth-616),secret identity,good characters,brown eyes,bald,male characters,,living characters,158,Nov-90,1990
james bradley, (earth-616),\/james_bradley_(earth-616),secret identity,good characters,blue eyes,black hair,male characters,,living characters,158,,
calvin zabo, (earth-616),\/calvin_zabo_(earth-616),secret identity,bad characters,brown eyes,brown hair,male characters,,living characters,157,Dec-63,1963
frederick myers, (earth-616),\/frederick_myers_(earth-616),secret identity,bad characters,brown eyes,brown hair,male characters,,living characters,157,Jul-66,1966
mantis, (earth-616),\/mantis_(earth-616),secret identity,good characters,green eyes,black hair,female characters,,living characters,156,Jun-73,1973
marlene alraune, (earth-616),\/marlene_alraune_(earth-616),no dual identity,good characters,blue eyes,blond hair,female characters,,living characters,156,Jun-76,1976
rachel leighton, (earth-616),\/rachel_leighton_(earth-616),secret identity,good characters,green eyes,brown hair,female characters,,living characters,156,Oct-85,1985
veranke, (earth-616),\/veranke_(earth-616),no dual identity,bad characters,green eyes,green hair,female characters,,deceased characters,156,5-Jan,2005
nathaniel essex, (earth-616),\/nathaniel_essex_(earth-616),secret identity,bad characters,red eyes,black hair,male characters,,living characters,155,Sep-87,1987
anthony druid, (earth-616),\/anthony_druid_(earth-616),public identity,good characters,green eyes,black hair,male characters,,deceased characters,153,Jun-61,1961
cassandra lang, (earth-616),\/cassandra_lang_(earth-616),public identity,good characters,blue eyes,blond hair,female characters,,deceased characters,153,Apr-79,1979
beta ray bill, (earth-616),\/beta_ray_bill_(earth-616),no dual identity,good characters,white eyes,no hair,male characters,,living characters,153,Nov-83,1983
samuel sterns, (earth-616),\/samuel_sterns_(earth-616),public identity,bad characters,red eyes,black hair,male characters,,deceased characters,152,Dec-64,1964
leech, (earth-616),\/leech_(earth-616),secret identity,good characters,white eyes,no hair,male characters,,living characters,152,Mar-84,1984
glenn talbot, (earth-616),\/glenn_talbot_(earth-616),no dual identity,neutral characters,blue eyes,brown hair,male characters,,deceased characters,151,Nov-64,1964
bug, (earth-616),\/bug_(earth-616),public identity,good characters,yellow eyes,green hair,male characters,,living characters,151,Jan-79,1979
peter petruski, (earth-616),\/peter_petruski_(earth-616),secret identity,bad characters,brown eyes,bald,male characters,,living characters,150,Jan-63,1963
julie power, (earth-616),\/julie_power_(earth-616),secret identity,good characters,blue eyes,strawberry blond hair,female characters,pansexual characters,living characters,150,Aug-84,1984
giuletta nefaria, (earth-616),\/giuletta_nefaria_(earth-616),secret identity,bad characters,grey eyes,black hair,female characters,,living characters,149,Jan-68,1968
robert ralston, (earth-616),\/robert_ralston_(earth-616),no dual identity,good characters,blue eyes,blond hair,male characters,,deceased characters,148,May-63,1963
maximus, (earth-616),\/maximus_(earth-616),secret identity,neutral characters,blue eyes,black hair,male characters,,living characters,147,Feb-66,1966
genis-vell, (earth-616),\/genis-vell_(earth-616),public identity,good characters,blue eyes,blond hair,male characters,,deceased characters,147,Oct-93,1993
