id,name,full-name,identity,align,eye,hair,sex,alive,appearances,first appearance,year
275,william polk, (new earth),secret identity,good characters,blue eyes,brown hair,male characters,living characters,106,"1948, february",1948
276,lyla michaels, (new earth),public identity,good characters,green eyes,blond hair,female characters,deceased characters,105,"1982, july",1982
277,bruce gordon, (new earth),public identity,good characters,,brown hair,male characters,living characters,105,"1963, july",1963
278,sugar plumm, (new earth),,good characters,,blond hair,female characters,living characters,105,"1956, may",1956
279,jervis tetch, (new earth),secret identity,bad characters,blue eyes,red hair,male characters,living characters,105,"1948, october",1948
280,enya wazzo, (new earth),secret identity,good characters,blue eyes,black hair,female characters,living characters,104,"1989, november",1989
281,werner vertigo, (new earth),secret identity,neutral characters,blue eyes,blond hair,male characters,living characters,104,"1978, july",1978
282,sapphire stagg, (new earth),,neutral characters,blue eyes,blond hair,female characters,living characters,104,"1965, january",1965
283,zinda blake, (new earth),secret identity,good characters,blue eyes,blond hair,female characters,living characters,104,"1959, february",1959
284,cecil wilson, (new earth),,good characters,,red hair,male characters,living characters,104,"1956, may",1956
285,aphrodite, (new earth),public identity,neutral characters,blue eyes,blond hair,female characters,living characters,104,"1941, december",1941
286,sarah essen, (new earth),public identity,good characters,blue eyes,blond hair,female characters,deceased characters,103,"1987, march",1987
287,jade nguyen, (new earth),secret identity,bad characters,green eyes,black hair,female characters,living characters,103,"1983, august",1983
288,rip hunter, (new earth),secret identity,,blue eyes,blond hair,male characters,living characters,103,"1959, june",1959
289,wing how, (new earth),secret identity,good characters,brown eyes,black hair,male characters,living characters,103,"1938, october",1938
290,jack drake, (new earth),,good characters,black eyes,brown hair,male characters,deceased characters,102,"1989, august",1989
291,vril dox i, (new earth),secret identity,bad characters,green eyes,,male characters,living characters,102,"1988, march",1988
292,adolf hitler, (new earth),public identity,bad characters,brown eyes,brown hair,male characters,deceased characters,101,"1942, march",1942
293,grace choi, (new earth),secret identity,good characters,brown eyes,red hair,female characters,living characters,100,"2003, august",2003
294,lawrence jordan, (new earth),secret identity,,brown eyes,brown hair,male characters,deceased characters,100,"1942, february",1942
295,natasha irons, (new earth),public identity,good characters,brown eyes,black hair,female characters,living characters,99,"1994, february",1994
296,katherine spencer, (new earth),secret identity,good characters,blue eyes,black hair,female characters,living characters,98,"2004, october",2004
297,stealth, (new earth),secret identity,good characters,pink eyes,white hair,female characters,deceased characters,98,"1989, february",1989
298,lorraine reilly, (new earth),secret identity,good characters,blue eyes,red hair,female characters,living characters,98,"1982, june",1982
299,noah kuttler, (new earth),public identity,bad characters,green eyes,brown hair,male characters,living characters,98,"1976, september",1976
300,despero, (new earth),public identity,bad characters,yellow eyes,,male characters,living characters,98,"1960, november",1960
301,jan haasan, (new earth),public identity,good characters,,blond hair,male characters,living characters,98,"1942, june",1942
302,tef\u00e9 holland, (new earth),,bad characters,blue eyes,white hair,female characters,living characters,97,"1989, december",1989
303,hippolyta trevor, (new earth),secret identity,good characters,blue eyes,blond hair,female characters,deceased characters,97,"1983, february",1983
304,jeffrey franklin burr, (new earth),secret identity,bad characters,black eyes,,male characters,deceased characters,97,"1976, march",1976
305,bizarro, (new earth),public identity,neutral characters,black eyes,black hair,male characters,living characters,96,"2000, september",2000
306,henry henshaw, (new earth),secret identity,bad characters,blue eyes,black hair,male characters,living characters,96,"1990, may",1990
307,charles dickles, (new earth),public identity,good characters,,,male characters,living characters,96,"1941, june",1941
308,maxine hunkel, (new earth),secret identity,good characters,green eyes,red hair,female characters,living characters,95,"2007, february",2007
309,dream, (new earth),secret identity,neutral characters,black eyes,black hair,male characters,deceased characters,95,"1989, january",1989
310,wade eiling, (new earth),public identity,bad characters,red eyes,brown hair,male characters,living characters,95,"1987, march",1987
311,black manta, (new earth),secret identity,bad characters,brown eyes,black hair,male characters,living characters,95,"1967, october",1967
312,felix faust, (new earth),secret identity,bad characters,brown eyes,black hair,male characters,living characters,95,"1962, march",1962
313,virgil hawkins, (dakotaverse),secret identity,good characters,brown eyes,black hair,male characters,living characters,94,"1993, june",1993
314,james harper, (new earth),public identity,good characters,blue eyes,brown hair,male characters,deceased characters,94,"1942, april",1942
315,soranik natu, (new earth),public identity,good characters,purple eyes,black hair,female characters,living characters,93,"2005, november",2005
316,anissa pierce, (new earth),secret identity,good characters,brown eyes,black hair,female characters,living characters,92,"2003, august",2003
317,roman sionis, (new earth),public identity,bad characters,black eyes,,male characters,deceased characters,92,"1985, august",1985
318,"henry king, jr.", (new earth),public identity,good characters,blue eyes,strawberry blond hair,male characters,living characters,92,"1983, august",1983
319,orm marius, (new earth),secret identity,bad characters,brown eyes,brown hair,male characters,living characters,92,"1966, october",1966
320,citizen abra, (new earth),secret identity,bad characters,blue eyes,black hair,male characters,living characters,92,"1962, may",1962
321,abin sur, (new earth),public identity,good characters,blue eyes,,male characters,deceased characters,92,"1959, october",1959
322,merlin, (new earth),secret identity,neutral characters,black eyes,white hair,male characters,living characters,92,"1936, february",1936
323,william payton, (new earth),secret identity,good characters,brown eyes,brown hair,male characters,deceased characters,91,"1988, october",1988
324,danette reilly, (new earth),secret identity,good characters,blue eyes,red hair,female characters,living characters,91,"1981, august",1981
