id,name,full-name,identity,align,eye,hair,sex,alive,appearances,first appearance,year
263,mantis, (earth-616),secret identity,good characters,green eyes,black hair,female characters,living characters,156,Jun-73,1973
264,marlene alraune, (earth-616),no dual identity,good characters,blue eyes,blond hair,female characters,living characters,156,Jun-76,1976
265,rachel leighton, (earth-616),secret identity,good characters,green eyes,brown hair,female characters,living characters,156,Oct-85,1985
266,veranke, (earth-616),no dual identity,bad characters,green eyes,green hair,female characters,deceased characters,156,5-Jan,2005
267,nathaniel essex, (earth-616),secret identity,bad characters,red eyes,black hair,male characters,living characters,155,Sep-87,1987
268,anthony druid, (earth-616),public identity,good characters,green eyes,black hair,male characters,deceased characters,153,Jun-61,1961
269,cassandra lang, (earth-616),public identity,good characters,blue eyes,blond hair,female characters,deceased characters,153,Apr-79,1979
270,beta ray bill, (earth-616),no dual identity,good characters,white eyes,no hair,male characters,living characters,153,Nov-83,1983
271,samuel sterns, (earth-616),public identity,bad characters,red eyes,black hair,male characters,deceased characters,152,Dec-64,1964
272,leech, (earth-616),secret identity,good characters,white eyes,no hair,male characters,living characters,152,Mar-84,1984
273,glenn talbot, (earth-616),no dual identity,neutral characters,blue eyes,brown hair,male characters,deceased characters,151,Nov-64,1964
274,bug, (earth-616),public identity,good characters,yellow eyes,green hair,male characters,living characters,151,Jan-79,1979
275,peter petruski, (earth-616),secret identity,bad characters,brown eyes,bald,male characters,living characters,150,Jan-63,1963
276,julie power, (earth-616),secret identity,good characters,blue eyes,strawberry blond hair,female characters,living characters,150,Aug-84,1984
277,giuletta nefaria, (earth-616),secret identity,bad characters,grey eyes,black hair,female characters,living characters,149,Jan-68,1968
278,robert ralston, (earth-616),no dual identity,good characters,blue eyes,blond hair,male characters,deceased characters,148,May-63,1963
279,maximus, (earth-616),secret identity,neutral characters,blue eyes,black hair,male characters,living characters,147,Feb-66,1966
280,genis-vell, (earth-616),public identity,good characters,blue eyes,blond hair,male characters,deceased characters,147,Oct-93,1993
281,hisako ichiki, (earth-616),secret identity,good characters,black eyes,black hair,female characters,living characters,147,4-Oct,2004
282,dmitri smerdyakov, (earth-616),secret identity,bad characters,variable eyes,variable hair,male characters,living characters,146,Mar-63,1963
283,eliot franklin, (earth-616),public identity,bad characters,brown eyes,black hair,male characters,living characters,146,Nov-74,1974
284,x-51, (earth-616),known to authorities identity,good characters,red eyes,black hair,male characters,living characters,146,Jul-77,1977
285,madelyne pryor, (earth-616),public identity,bad characters,green eyes,red hair,female characters,living characters,146,Apr-83,1983
286,adolf hitler, (earth-616),no dual identity,bad characters,brown eyes,brown hair,male characters,deceased characters,145,Sep-40,1940
287,herman schultz, (earth-616),public identity,bad characters,brown eyes,brown hair,male characters,living characters,145,Mar-67,1967
288,noriko ashida, (earth-616),secret identity,good characters,brown eyes,black hair,female characters,living characters,145,4-Jan,2004
289,chen lu, (earth-616),secret identity,bad characters,brown eyes,bald,male characters,living characters,144,Jun-63,1963
290,ulysses klaw, (earth-616),public identity,bad characters,red eyes,bald,male characters,deceased characters,143,Aug-66,1966
291,cessily kincaid, (earth-616),secret identity,good characters,silver eyes,red hair,female characters,living characters,143,3-Aug,2003
292,kyle gibney, (earth-616),secret identity,neutral characters,blue eyes,blond hair,male characters,deceased characters,142,Aug-83,1983
293,jack monroe, (earth-616),public identity,good characters,brown eyes,brown hair,male characters,deceased characters,141,Dec-53,1953
294,madeline joyce, (earth-616),secret identity,good characters,blue eyes,brown hair,female characters,deceased characters,140,Nov-43,1943
295,george tarleton, (earth-616),public identity,bad characters,white eyes,brown hair,male characters,living characters,140,Sep-67,1967
296,jocasta, (earth-616),no dual identity,good characters,red eyes,no hair,female characters,living characters,140,Aug-77,1977
297,peter wisdom, (earth-616),no dual identity,good characters,blue eyes,black hair,male characters,living characters,140,Feb-95,1995
298,jeffrey mace, (earth-616),secret identity,good characters,blue eyes,black hair,male characters,deceased characters,139,Dec-40,1940
299,aquaria neptunia, (earth-616),secret identity,good characters,blue eyes,blond hair,female characters,living characters,139,May-47,1947
300,dragon man, (earth-616),no dual identity,good characters,grey eyes,no hair,male characters,living characters,139,Feb-65,1965
301,narya, (earth-616),secret identity,good characters,white eyes,blond hair,female characters,living characters,138,Apr-79,1979
302,burglar, (earth-616),public identity,bad characters,blue eyes,blond hair,male characters,deceased characters,137,Aug-62,1962
303,dino manelli, (earth-616),public identity,good characters,,black hair,male characters,deceased characters,137,May-63,1963
304,peter parker, (earth-616),secret identity,good characters,hazel eyes,brown hair,male characters,living characters,137,Dec-94,1994
305,nightmare, (earth-616),secret identity,bad characters,black eyes,black hair,male characters,living characters,136,Jul-63,1963
306,ronan, (earth-616),no dual identity,neutral characters,blue eyes,brown hair,male characters,living characters,136,Aug-67,1967
307,thomas halloway, (earth-616),public identity,good characters,brown eyes,white hair,male characters,living characters,135,Oct-39,1939
308,jasper sitwell, (earth-616),public identity,good characters,blue eyes,blond hair,male characters,deceased characters,134,May-66,1966
309,frank payne, (earth-616),secret identity,neutral characters,,bald,male characters,living characters,134,Jun-77,1977
310,paladin, (earth-616),secret identity,neutral characters,brown eyes,brown hair,male characters,living characters,134,Jan-78,1978
311,steel, (earth-616),public identity,good characters,,white hair,male characters,living characters,134,,
312,mad thinker, (earth-616),secret identity,bad characters,blue eyes,brown hair,male characters,living characters,133,Jun-63,1963
313,brian calusky, (earth-616),public identity,bad characters,blue eyes,blond hair,male characters,living characters,133,Nov-74,1974
314,arthur maddicks, (earth-616),no dual identity,good characters,white eyes,no hair,male characters,living characters,133,Mar-86,1986
315,hedy wolfe, (earth-616),no dual identity,,hazel eyes,black hair,female characters,living characters,132,Nov-44,1944
316,isadore cohen, (earth-616),public identity,good characters,,,male characters,living characters,132,May-63,1963
317,dormammu, (earth-616),no dual identity,bad characters,yellow eyes,no hair,male characters,living characters,132,Nov-64,1964
318,makkari, (earth-616),secret identity,good characters,blue eyes,strawberry blond hair,male characters,living characters,131,Aug-40,1940
319,marlo chandler, (earth-616),public identity,good characters,blue eyes,red hair,female characters,living characters,131,Sep-88,1988
320,percival pinkerton, (earth-616),public identity,good characters,brown eyes,grey hair,male characters,deceased characters,130,Jul-64,1964
321,quintavius quire, (earth-616),public identity,good characters,brown eyes,brown hair,male characters,living characters,130,3-Jan,2003
322,marla madison, (earth-616),no dual identity,,brown eyes,brown hair,female characters,deceased characters,129,Nov-76,1976
323,cletus kasady, (earth-616),public identity,bad characters,green eyes,no hair,male characters,living characters,129,Feb-91,1991
324,supreme intelligence, (earth-616),no dual identity,neutral characters,yellow eyes,green hair,male characters,living characters,128,Aug-67,1967
325,aragorn, (earth-616),no dual identity,good characters,brown eyes,white hair,male characters,living characters,128,Jan-68,1968
326,betty dean, (earth-616),no dual identity,good characters,blue eyes,white hair,female characters,deceased characters,127,Jan-40,1940
327,karnilla, (earth-616),secret identity,neutral characters,purple eyes,black hair,female characters,living characters,127,Aug-64,1964
328,jacqueline falsworth, (earth-616),public identity,good characters,blue eyes,blond hair,female characters,living characters,127,Jul-76,1976
329,caliban, (earth-616),secret identity,good characters,black eyes,no hair,male characters,deceased characters,127,Aug-81,1981
330,isaac christians, (earth-616),public identity,good characters,blue eyes,black hair,male characters,living characters,127,Apr-81,1981
331,brock rumlow, (earth-616),secret identity,bad characters,brown eyes,black hair,male characters,living characters,126,Oct-89,1989
332,paul norbert ebersol, (earth-616),secret identity,neutral characters,brown eyes,black hair,male characters,deceased characters,125,Feb-66,1966
333,annihilus, (earth-616),no dual identity,neutral characters,green eyes,no hair,male characters,living characters,125,Nov-68,1968
334,red sonja, (earth-616),public identity,good characters,brown eyes,red hair,female characters,deceased characters,125,Feb-73,1973
335,jonathan hart, (earth-616),public identity,good characters,blue eyes,brown hair,male characters,living characters,125,Mar-76,1976
336,bambina arbogast, (earth-616),no dual identity,good characters,blue eyes,black hair,female characters,living characters,125,Jan-79,1979
