id,name,intelligence,strength,speed,durability,power,combat,full-name,alter-egos,aliases,place-of-birth,first-appearance,publisher,alignment,gender,race,height,weight,eye-color,hair-color,occupation,base,group-affiliation,relatives,url
99,Black Cat,75.0,16.0,33.0,10.0,23.0,70.0,Felicia Hardy,No alter egos found.,['Felicity Harmon'],"Queens, New York","Amazing Spider-Man #194 (July, 1979)",Marvel Comics,good,Female,Human,"[""5'10"", '178 cm']","['120 lb', '54 kg']",Green,Blond,"Cat burglar; Private investigator, founder of Cat's Eye Investigations.",-,Formerly Heroes for Hire,"Walter Hardy (father, deceased), Lydia Hardy (mother)",https://www.superherodb.com/pictures2/portraits/10/100/32.jpg
102,Black Knight III,63.0,10.0,8.0,70.0,43.0,70.0,Dane Whitman,No alter egos found.,"['The Pendragon', 'Gann Josin', 'Eobar Garrington']","Gloucester, Massachusetts",Avengers #47 (1967),Marvel Comics,good,Male,Human,"[""6'0"", '183 cm']","['190 lb', '86 kg']",Brown,Brown,"Adventurer, scientist; former crusader",-,"MI-13; formerly Avengers, Masters of Evil (as a mole), Excalibur, Heroes for Hire, Ultraforce (in the Ultraverse), Defenders, Knights of Wundagore, Queen's Vengeance, King Richard's Army","Nathan Garrett (Black Knight II, uncle, deceased); Sir Percy of Scandia (Black Knight), Sir Raston, Eobar Garrington (Black Knights of past eras, ancestors, deceased); Lady Rosamund, Edward, Geoffrey (ancestral relations, presumed deceased); Dafydd ap Iowerth, Arthur Pendragon, Mordred the Evil, Morgan Le Fay (distant ancestral relations)",https://www.superherodb.com/pictures2/portraits/10/100/246.jpg
105,Black Manta,75.0,28.0,50.0,60.0,76.0,85.0,David,No alter egos found.,"['Devil Ray', 'Scourge of the Seven Seas', 'Yellow Lantern']",-,"Aquaman #35 (August, 1967)",DC Comics,bad,Male,Human,"[""6'2"", '188 cm']","['205 lb', '92 kg']",Black,No Hair,-,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/10546.jpg
106,Black Panther,88.0,16.0,30.0,60.0,41.0,100.0,T'Challa,No alter egos found.,"['Mr. Okonkwo', 'The Man Without Fear', 'Luke Charles', 'Black Leopard', 'the Client', 'Coal Tiger', 'has impersonated Daredevil and others on occasion']","Wakanda, Africa",Fantastic Four Vol. 1 #52 (1966),Marvel Comics,good,Male,Human,"[""6'0"", '183 cm']","['200 lb', '90 kg']",Brown,Black,"King and Chieftain of Wakanda, scientist; former school teacher","Wakanda, Mobile","Formerly Fantastic Four, Secret Avengers, Avengers, Pendragons, Queen's Vengeance, former Fantastic Force financier","Bashenga (paternal ancestor, deceased), Azzuri the Wise (paternal grandfather, deceased), Nanali (paternal grandmother, deceased), Chanda (paternal grandfather, presumably deceased), T�Chaka (father, deceased), S'Yan (uncle, deceased), N�Yami (mother, deceased), Ramonda (stepmother), Hunter (adopted brother), Jakarra (half-brother), Shuri (sister), Ororo Munroe (wife), Joshua Itobo, Ishanta, Zuni, M'Koni, T'Shan (cousins), Wheeler (cousin by marriage, deceased), Billy Wheeler (1st cousin once removed)",https://www.superherodb.com/pictures2/portraits/10/100/247.jpg
107,Black Widow,75.0,13.0,33.0,30.0,36.0,100.0,Natasha Romanoff,No alter egos found.,"['Yelena Belova', 'Natasha Romanoff', 'Natasha', 'Tasha', 'Madame Natasha', 'Nancy Rushman', 'Laura Matthers', 'Nadine Roman', '""Oktober""', 'Black Pearl', 'Ebon Flame']",-,Tales of Suspense #52,Marvel Comics,good,Female,Human,"[""5'7"", '170 cm']","['131 lb', '59 kg']",Green,Auburn,"Adventurer, Intelligence agent, former ballerina",Mobile,"Secret Avengers; formerly Thunderbolts (as Yelena Belova), Nick Fury, Mighty Avengers, S.H.I.E.L.D., Avengers, Champions of Los Angeles, Lady Liberators, KGB, ""Marvel Knights"", partner of Daredevil, Hawkeye, Boris Turgenov, Logan","Unnamed parents (presumed deceased); Alexi Shostakov (Red Guardian, estranged husband); Vindiktor (alleged brother, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/248.jpg
111,Blackwulf,50.0,28.0,8.0,30.0,69.0,25.0,Lucian,No alter egos found.,"['Pelops', 'Black Wolf']",Armechadon,"Thunderstrike #6 (March, 1994)",Marvel Comics,-,Male,Alien,"[""6'2"", '188 cm']","['195 lb', '88 kg']",Red,White,Freedom Fighter,-,Underground Legion,"Tantalus (father); Nirvana (mother); Pelops (brother, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/1508.jpg
112,Blade,63.0,28.0,38.0,50.0,40.0,90.0,Eric Brooks,No alter egos found.,"['Switchblade', 'Frank Blade', 'Daywalker']","Soho, London,England",Tomb of Dracula Vol. 1 #10 (1973),Marvel Comics,good,Male,Vampire,"[""6'2"", '188 cm']","['215 lb', '97 kg']",Brown,Black,"Vampire hunter, former private investigator.",Mobile,"Formerly Noah van Helsing's vampire hunters, Nightstalkers, Midnight Sons, the Nine, Quincy Harker's vampire hunters, Ogun Strong's vampire hunters, Bloodshadows gang",Tara Brooks (mother),https://www.superherodb.com/pictures2/portraits/10/100/33.jpg
115,Blink,50.0,8.0,20.0,28.0,77.0,64.0,Clarice Ferguson,No alter egos found.,['-'],Bahamas,"Uncanny X-Men #317 (October, 1994)",Marvel Comics,good,Female,Mutant,"[""5'5"", '165 cm']","['125 lb', '56 kg']",Green,Magenta,"Adventurer, freedom fighter","Jean Grey School for Higher Learning, Salem Center, Westchester County, New York; formerly Black Rome, Necrosha","New Mutants; formerly X-Men, Selene's Inner Circle","Apocalypse (ancestor, deceased);Margaret Slade (ancestor, deceased);Hamilton Slade (distant relative, deceased);Frederick Slade (great-great-grandfather);Ms. Ferguson (great-great-grandmother, deceased);Chamber (distant cousin);Clan Akkaba (relatives)",https://www.superherodb.com/pictures2/portraits/10/100/35.jpg
120,Bloodaxe,63.0,80.0,33.0,80.0,100.0,84.0,Jackie Lukus,No alter egos found.,['-'],-,(as Jackie Lukus) Thor #392 (as Bloodaxe) Thor #449,Marvel Comics,bad,Female,Human,"[""7'2"", '218 cm']","['1100 lb', '495 kg']",Blue,Brown,"Architect, former vigilante",-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1509.jpg
121,Bloodhawk,50.0,10.0,50.0,80.0,80.0,64.0,Lemuel Krug,No alter egos found.,['Lemuel Halcon'],-,X-Men (2099) #1,Marvel Comics,good,Male,Mutant,"['-', '0 cm']","['- lb', '0 kg']",Black,No Hair,-,-,"X-Peditioners, formerly X-Men, Halo City Protectorate, Oasis",-,https://www.superherodb.com/pictures2/portraits/10/100/1510.jpg
126,Blue Beetle III,50.0,34.0,58.0,80.0,100.0,30.0,Jaime Reyes,No alter egos found.,['Scooter'],Presumed to be El Paso,Infinite Crisis #3 (2006),DC Comics,good,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",Brown,Black,Student,"El Paso, Texas","Justice League International,Posse; Teen Titans","Alberto Reyes (father); Bianca Reyes (mother); Milagro Reyes (younger sister); Alejandro Reyes (grandfather, deceased); Elena Leal (maternal grandmother)",https://www.superherodb.com/pictures2/portraits/10/100/1009.jpg
130,Boom-Boom,38.0,10.0,12.0,42.0,57.0,64.0,Tabitha Smith,Meltdown,"['Time Bomb', 'Boomer', 'Meltdown', 'Tabby', 'Firecracker', 'Mutate #35', 'Nancy Forrester']",-,Secret Wars II #5,Meltdown,good,Female,Mutant,"[""5'5"", '165 cm']","['122 lb', '55 kg']",Blue,Blond,"Adventurer, former student, thief",-,"Formerly Utopians, X-Men (New Charles Xavier School member), X-Force, X-Men, Nextwave, The Underground, Genoshan Mutates, New Mutants, X-Terminators (founding member), X-Factor (trainee), Fallen Angels, Beyonder (associate)",-,https://www.superherodb.com/pictures2/portraits/10/100/400.jpg
132,Booster Gold,69.0,85.0,42.0,70.0,100.0,40.0,Michael Jon Carter,No alter egos found.,"['Bharjwarj', 'Bloodspot', 'Boosteroo', 'Booster', 'the Boy Wonder', 'Buster', 'Deathstroke', 'Goldstar', ""Greatest Hero You've Never Heard Of"", 'Guardian of the Multiverse', 'Jesus Alvarez', 'Kid', 'Killer Moth', 'The King', 'Loser Gold', 'Major Idiot', 'Man of Gold', 'Michael Carter', 'Blac']","Gotham City, 25th Century",Booster Gold #1,DC Comics,good,Male,Human,"[""6'5"", '196 cm']","['215 lb', '97 kg']",Blue,Blond,"Superhero, Founder, C.E.O & Chairman of Booster Gold International","Metropolis, Earth, 21st Century, formerly Gotham City, 25th Century","Justice League International, Time Masters; formerly Conglomerate, Extreme Justice, Super Buddies","Jonar Carter (father), Ellen Carter (mother, deceased), Michelle Carter (aka Goldstar) (twin sister), Rip Hunter (son) · Rani (adopted daughter), Daniel Carter (21st century ancestor), Rose Levin (ancestor)",https://www.superherodb.com/pictures2/portraits/10/100/647.jpg
136,Brainiac,100.0,95.0,63.0,90.0,60.0,75.0,Vril Dox,No alter egos found.,['Milton Fine'],-,Action Comics #242 (July 1958),DC Comics,bad,Male,Android,"[""6'6"", '198 cm']","['300 lb', '135 kg']",Green,No Hair,-,-,Lex Luthor,"Vril Dox II (son), Brainiac 5 (descendant)",https://www.superherodb.com/pictures2/portraits/10/100/648.jpg
140,Buffy,63.0,28.0,42.0,70.0,48.0,60.0,Buffy Anne Summers,No alter egos found.,"['Anne', 'The Chosen One', 'The Vampire Slayer', 'The Slayer', 'Buff', 'B', 'The Buffster', 'Belinda', 'Joan']",-,Dark Horse Presents 1998 Annual,Dark Horse Comics,good,Female,Human,"[""5'2"", '157 cm']","['115 lb', '52 kg']",Green,Blond,Slayer ; (formerly) Waitress ; DoubleMeat Palace employee ; Sunnydale High Counselor,-,"Slayer Army, Scooby Gang, (formerly) The Initiative, Watchers Council","Joyce Summers (mother, deceased) ; Hank Summers (father) ; Dawn Summers (sister) ; Celia (cousin, deceased) ; Arlene (aunt)",https://www.superherodb.com/pictures2/portraits/10/100/10430.jpg
141,Bullseye,50.0,11.0,25.0,70.0,20.0,70.0,Lester,No alter egos found.,"['Benjamin Poindexter', 'Daredevil', 'Punisher', 'Bullseye', 'Hawkeye', 'pitcher']",-,"Daredevil #131 (March, 1976)",Marvel Comics,bad,Male,Human,"[""6'0"", '183 cm']","['200 lb', '90 kg']",blue,blond,"Assassin, professional criminal, former mercenary",Formerly Avengers Tower; Thunderbolts Mountain,"Formerly Dark Avengers, Thunderbolts, employee of Kingpin, Purple Man, Eric Slaughter, Mysterio; formerly US Army",Kingmaker (father),https://www.superherodb.com/pictures2/portraits/10/100/624.jpg
142,Bumblebee,63.0,28.0,25.0,10.0,47.0,35.0,Karen Beecher,No alter egos found.,['-'],-,Teen Titans #45,DC Comics,good,Female,Human,"[""5'7"", '170 cm']","['130 lb', '59 kg']",Brown,Black,-,"San Francisco, California","Doom Patrol, S.T.A.R. Labs, Formerly Teen Titans",Mal Duncan (husband),https://www.superherodb.com/pictures2/portraits/10/100/1542.jpg
144,Bushido,38.0,10.0,8.0,10.0,19.0,70.0,Ryuko Orsono,No alter egos found.,['-'],-,Titans: Secret Files & Origins #2,DC Comics,good,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",-,-,-,-,Teen Titans,-,https://www.superherodb.com/pictures2/portraits/10/100/1541.jpg
145,Cable,88.0,48.0,23.0,56.0,100.0,80.0,Nathan Summers,No alter egos found.,"['Chosen One', 'Soldier X', 'Nathan Dayspring', ""Askani'son"", 'Nathan Dayspring Summers', 'Nathan Winters', 'The Traveller', 'The Saviour']",Unrevealed location in the 20th Century United States,New Mutants #86 (as Cable),Marvel Comics,good,Male,Mutant,"[""6'8"", '203 cm']","['350 lb', '158 kg']",Blue,White,"(current) Adventurer, (former) freedom fighter, United States government agent, mercenary, combat instructor for X-Force","The Xavier Institute, Salem Center, Westchester County, New York","X-Force, (former) X-Men, Clan Askani, Clan Chosen, Six Pack (formerly Wild Pack II)","Scott Summers (Cyclops, father), Madelyne Pryor-Summers (Goblin Queen, mother, deceased), Jean Grey (Phoenix, stepmother), Alexander Summers (Havok, uncle), Christopher Summers (Corsair, paternal grandfather), Katherine Anne Summers (paternal grandmother, deceased), Philip Summers (great-grandfather), Deborah Summers (great-grandmother), Jenskot (Aliya, wife, deceased), Tyler (Genesis, son, deceased), Stryfe (clone, deceased), Gabriel Summers (Vulcan, uncle)",https://www.superherodb.com/pictures2/portraits/10/100/40.jpg
149,Captain America,69.0,19.0,38.0,55.0,60.0,100.0,Steve Rogers,No alter egos found.,"['Nomad', 'The Captain']","Manhattan, New York City, New York",Captain America Comics #1 (March 1941),Marvel Comics,good,Male,Human,"[""6'2"", '188 cm']","['240 lb', '108 kg']",blue,blond,"Adventurer, federal official, intelligence operative; former soldier, Hydra agent, liaison between S.H.I.E.L.D. and the Avengers, police officer, teacher, sparring partner.",New York City,"Secret Avengers (Black OPS Unit Formerly,The Avengers, Secret Avengers (Civil War), New Avengers, formerly The Invaders, Secret Defenders The Redeemers; formerly partner of Bucky, Golden Girl, Rick Jones, Falcon, Demolition-Man and Nomad (Jack Monroe)","Joseph (father, deceased), Sara (mother, deceased), Ian Zola (Nomad) (adopted son)",https://www.superherodb.com/pictures2/portraits/10/100/274.jpg
150,Captain Atom,81.0,93.0,83.0,90.0,100.0,80.0,Nathaniel Adam,No alter egos found.,"['Monarch', 'Allen Adam', 'Cameron Scott']",-,Captain Atom #1,DC Comics,good,Male,Human / Radiation,"[""6'4"", '193 cm']","['200 lb', '90 kg']",Blue,Silver,Former Soldier,-,"Justice League, Extreme Justice, Super Buddies, Living Assault Weapons, Monarch's Army, United States Air Force","Angela Adam Eiling (wife, deceased), Peggy Eiling (daughter), Randy Eiling (son), Bette Sans Souci (ex-wife, divorced)",https://www.superherodb.com/pictures2/portraits/10/100/1007.jpg
151,Captain Britain,75.0,77.0,50.0,60.0,31.0,80.0,Brian Braddock,No alter egos found.,"['Britannic', 'Black Bishop', 'Jungle Man', 'King of Otherworld', 'Merlinson']","Braddock Manor, England","Captain Britain #1 (October, 1976)",Marvel Comics,good,Male,Human,"[""6'6"", '198 cm']","['257 lb', '116 kg']",Blue,Blond,"Adventurer, formerly King of Otherworld, scientist","Lighthouse, Earth Orbit; Starlight Citadel, Otherworld; formerly Braddock Manor; Braddock Lighthouse, England; New York City (during exchange trip, specifically Peter Parker's Manhattan apartment); flat near Thames University, London","Braddock Academy, Captain Britain Corps, MI-13; formerly Excalibur, Hellfire Club (London Branch), Secret Avengers, Court of Otherworld, Knights of Pendragon's ally, Future Iron Man's Team","John Braddock (ancestor, possibly grandfather), James Braddock, Sr. (father, deceased), Lady Elizabeth Braddock (mother, deceased), James Braddock, Jr. (brother), Elizabeth Braddock (twin sister), Meggan (wife), William Puceanu (father-in-law)",https://www.superherodb.com/pictures2/portraits/10/100/276.jpg
152,Captain Cold,50.0,10.0,17.0,20.0,28.0,20.0,Leonard Snart,No alter egos found.,"['Citizen Cold', 'Kid Kold', 'Len Snart', 'Leonard Snart', 'Leonards Wynters', 'The Man Who Mastered Absolute Zero']",-,"Flash Vol 4 #6 (April, 2012)",DC Comics,neutral,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",Brown,Brown,Professional Criminal,-,"Justice League, Rogues; formerly Secret Society of Super-Villains, Injustice League",Lisa Snart (sister),https://www.superherodb.com/pictures2/portraits/10/100/653.jpg
154,Captain Hindsight,25.0,10.0,83.0,30.0,10.0,20.0,Jack Brolin,No alter egos found.,['-'],-,"South Park S14 E11 ""Coon 2: Hindsight""",South Park,good,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",-,Black,Former Superhero; News Reporter,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/10399.jpg
156,Captain Marvel,88.0,100.0,88.0,95.0,100.0,75.0,Billy Batson,No alter egos found.,"[""The World's Mightiest Mortal"", 'The Big Red Cheese', 'Captain Thunder', 'Shazam']","Fawcett City, United States",Whiz Comics no. 2 (1940),DC Comics,good,Male,Human,"[""6'4"", '193 cm']","['225 lb', '101 kg']",Blue,Black,-,-,"Marvel Family, Justice Society of America","C.C. Batson (father, deceased), Marilyn Batson (mother, deceased), Ebenezer Batson (uncle), Mary Batson (Mary Marvel, sister)",https://www.superherodb.com/pictures2/portraits/10/100/278.jpg
157,Captain Marvel,84.0,88.0,71.0,95.0,100.0,90.0,Carol Danvers,"Binary, Warbird","['Ace', 'Binary', 'Lady Marvel', 'Warbird', 'others used during her espionage career']","Boston, Massachusetts",Ms. Marvel #1,Binary,good,Female,Human-Kree,"[""5'11"", '180 cm']","['165 lb', '74 kg']",Blue,Blond,"Former National Aeronautics and Space Administration security Chief, former magazine editor, former freelance writer, former military intelligence officer.",Avengers Mansion,"currently Avengers, former companion to the X-Men (as Carol Danvers), former member of the Starjammers (as Binary), Former Avenger (as Ms. Marvel)","Marie Danvers (mother), Joseph Danvers, Sr. (father), Joseph Danvers, Jr. (brother), Steve Danvers (brother, deceased), Marcus Immortus (Danvers) (""son"", deceased)",https://www.superherodb.com/pictures2/portraits/10/100/103.jpg
158,Captain Marvel II,75.0,81.0,27.0,90.0,34.0,56.0,Frederick Christopher Freeman,No alter egos found.,"['Captain Marvel Jr.', 'CM3']",-,"Current incarnation: (As Freddy Freeman) The Power of Shazam #3 (May, 1995)",DC Comics,good,Male,Human,"[""5'9"", '175 cm']","['165 lb', '74 kg']",Blue,Black,Adventurer,Primarily Fawcett City.,"Marvel Family, formerly Outsiders and Teen Titans.","parents, deceased, Jacob Freeman (granfather, deceased), Timothy Karnes (Sabbac, foster brother, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/279.jpg
162,Carnage,63.0,63.0,70.0,84.0,88.0,90.0,Cletus Kasady,No alter egos found.,"['Mass Carnage', '999th']",-,"Amazing Spider-Man #344 (February, 1991)",Marvel Comics,bad,Male,Symbiote,"[""6'1"", '185 cm']","['190 lb', '86 kg']",Green,Red,-,New York City,"Maximum Carnage: (Carrion, Shriek, Demogoblin, Doppelganger)","Venom (""father""); Shriek (""wife""); Hybrid, Lasher, Phage, Riot (""brothers""); Agony, Scream (""sisters""); Carrion, Demogoblin, Doppelganger, Toxin (""sons""); Scorn (""Daughter"")",https://www.superherodb.com/pictures2/portraits/10/100/187.jpg
165,Catwoman,69.0,11.0,33.0,28.0,27.0,85.0,Selina Kyle,No alter egos found.,"['The Cat', 'Irena Dubrovna', 'Elva Barr', 'Sadie Kelowski', 'Madame Moderne', 'Marguerite Tone']",Gotham City,Detective Comics #569,DC Comics,good,Female,Human,"[""5'9"", '175 cm']","['135 lb', '61 kg']",Green,Black,Thief,Gotham City,"Batman Family, Outsiders; formerly Birds of Prey, Injustice League, Secret Society of Super-Villains","Brian Kyle (father, deceased), Maria Kyle (mother, deceased), Maggie Kyle (sister), Helena Kyle (daughter)",https://www.superherodb.com/pictures2/portraits/10/100/659.jpg
169,Chamber,50.0,10.0,20.0,80.0,57.0,64.0,Jonothon Evan Starsmore,No alter egos found.,"['Decibel', 'Jono', 'Jono Hex']",United Kingdom,"Generation X #1 (November, 1994)",Marvel Comics,good,Male,Mutant,"[""5'9"", '175 cm']","['140 lb', '63 kg']",Brown,Brown,Adventurer,"Utopia; formerly New Warriors HQ; Xavier Institute for Higher Learning, Salem Center, Westchester County, New York; Massachusetts Academy, Snow Valley, Massachusetts",X-Men; formerly New Warriors; Clan Akkaba; Weapon X; Generation X,-,https://www.superherodb.com/pictures2/portraits/10/100/44.jpg
